txid,bookingdate,issuercountrycode,txvariantcode,bin,amount,currencycode,shoppercountrycode,shopperinteraction,simple_journal,cardverificationcodesupplied,cvcresponsecode,creationdate,accountcode,mail_id,ip_id,card_id
22709,2015-07-07 04:44:55,MX,mccredit,547046,371300,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 04:44:40,MexicoAccount,email260151,ip79329,card72018
22710,2015-07-07 04:45:09,MX,mccredit,520416,69300,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 04:44:54,MexicoAccount,email15318,ip112668,card256668
22711,2015-07-07 04:50:27,MX,mccredit,520021,119900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 04:50:17,MexicoAccount,email208038,ip75735,card228815
22713,2015-07-07 05:02:19,MX,mccredit,549138,110415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 05:02:02,MexicoAccount,email237637,ip78497,card170933
22715,2015-07-07 05:14:04,MX,visagold,425981,51900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 05:13:58,MexicoAccount,email279354,ip111105,card216090
22717,2015-07-07 05:29:56,MX,mccredit,541290,209600,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 05:29:39,MexicoAccount,email205411,ip75362,card187027
22719,2015-07-07 05:59:05,MX,visaclassic,491284,109800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 05:58:46,MexicoAccount,email51870,ip79652,card220543
22721,2015-07-07 06:01:36,MX,mccredit,520416,71850,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 06:01:32,MexicoAccount,email208854,ip65545,card148107
22722,2015-07-07 06:03:53,MX,mccredit,520416,151800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 06:03:43,MexicoAccount,email100876,ip67482,card49594
22725,2015-07-07 06:12:30,MX,visagold,455255,118915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 06:12:15,MexicoAccount,email307667,ip61056,card73024
22728,2015-07-07 06:39:10,MX,visadebit,416916,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 06:38:53,MexicoAccount,email141280,ip111269,card173591
22729,2015-07-07 06:52:53,MX,mccredit,547046,89900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 06:52:50,MexicoAccount,email100407,ip64996,card82260
22732,2015-07-07 07:12:44,MX,mccredit,545631,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 07:12:33,MexicoAccount,email50988,ip65036,card178858
22733,2015-07-07 07:38:37,MX,mccredit,549949,87900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 07:38:32,MexicoAccount,email290058,ip65187,card170841
22735,2015-07-07 09:18:34,MX,mccredit,547046,229800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 09:18:12,MexicoAccount,email201393,ip80633,card259652
22736,2015-07-07 09:20:09,MX,visagold,477213,269900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 09:19:53,MexicoAccount,email9809,ip82012,card206088
22737,2015-07-07 09:40:16,MX,visagold,477213,49900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 09:40:00,MexicoAccount,email267601,ip83858,card226986
22738,2015-07-07 11:05:53,MX,visagold,477213,209800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 11:04:49,MexicoAccount,email194643,ip68284,card60323
22739,2015-07-07 11:47:21,MX,mccredit,557909,63760,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 11:47:05,MexicoAccount,email13501,ip69216,card176228
22740,2015-07-07 14:14:50,MX,mccredit,529091,87900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 14:14:43,MexicoAccount,email137754,ip110730,card101367
22742,2015-07-07 15:25:57,MX,visagold,493162,118915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 15:25:51,MexicoAccount,email30892,ip71137,card17580
22743,2015-07-07 15:31:04,MX,mccredit,528843,84915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 15:30:52,MexicoAccount,email85723,ip80453,card243835
22746,2015-07-07 15:42:58,MX,visaclassic,491341,15900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 15:42:45,MexicoAccount,email328214,ip61130,card261540
22748,2015-07-07 16:09:04,MX,mccredit,528074,21900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 16:08:53,MexicoAccount,email59639,ip79015,card8542
22749,2015-07-07 16:14:39,MX,visagold,493173,176740,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 16:14:22,MexicoAccount,email167380,ip76440,card165800
22751,2015-07-07 16:30:27,MX,visagold,425981,44900,MXN,US,Ecommerce,Settled,TRUE,0,2015-07-07 16:30:10,MexicoAccount,email69581,ip89196,card53097
22757,2015-07-07 17:02:07,MX,mccredit,557909,59950,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:02:00,MexicoAccount,email225541,ip80139,card104483
22758,2015-07-07 17:02:37,MX,mccredit,549949,83880,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:02:24,MexicoAccount,email150882,ip66229,card151571
22760,2015-07-07 17:12:29,MX,visagold,455255,171800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:12:13,MexicoAccount,email6037,ip66478,card219663
22761,2015-07-07 17:13:05,MX,mccredit,518004,65900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:12:50,MexicoAccount,email166284,ip66002,card46287
22762,2015-07-07 17:16:06,MX,mccredit,518899,315680,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:15:50,MexicoAccount,email66760,ip65231,card249565
22765,2015-07-07 17:22:25,MX,mcdebit,525678,44900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:22:11,MexicoAccount,email261407,ip69967,card79718
22768,2015-07-07 17:25:12,MX,visaclassic,477291,139900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:25:04,MexicoAccount,email224573,ip70487,card99655
22769,2015-07-07 17:28:31,MX,mccredit,557907,17900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:28:23,MexicoAccount,email212893,ip85172,card75671
22770,2015-07-07 17:30:37,MX,mccredit,520416,15900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:30:31,MexicoAccount,email237518,ip78707,card83308
22774,2015-07-07 17:43:38,MX,visaclassic,477291,79900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:43:26,MexicoAccount,email136670,ip80628,card18240
22777,2015-07-07 17:45:50,MX,visaclassic,410180,259800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:45:41,MexicoAccount,email169741,ip84426,card186551
22778,2015-07-07 17:48:40,MX,visadebit,491089,52900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:48:29,MexicoAccount,email15190,ip70554,card154048
22779,2015-07-07 17:52:09,MX,visagold,425981,52900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 17:52:00,MexicoAccount,email116892,ip80291,card226407
22783,2015-07-07 18:00:30,MX,visaclassic,494133,137900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:00:14,MexicoAccount,email193069,ip110891,card112143
22784,2015-07-07 18:00:54,MX,visagold,491283,98840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:00:47,MexicoAccount,email115704,ip110314,card23965
22787,2015-07-07 18:04:59,MX,mccredit,528804,110415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:04:51,MexicoAccount,email109842,ip113345,card171371
22788,2015-07-07 18:13:52,MX,visagold,425981,71940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:13:25,MexicoAccount,email336529,ip67316,card141273
22789,2015-07-07 18:13:46,MX,visagold,491283,79900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:13:33,MexicoAccount,email108320,ip109935,card233075
22790,2015-07-07 18:17:21,MX,mccredit,544549,199900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:17:16,MexicoAccount,email129575,ip81075,card174349
22791,2015-07-07 18:17:32,MX,visagold,491283,74950,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:17:21,MexicoAccount,email148553,ip89193,card16760
22794,2015-07-07 18:22:52,MX,mccredit,528843,69900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:22:44,MexicoAccount,email101291,ip71515,card93123
22796,2015-07-07 18:36:29,MX,visaclassic,477291,71840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:36:12,MexicoAccount,email55300,ip42000,card205264
22798,2015-07-07 18:42:03,MX,visa,455504,159900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:41:52,MexicoAccount,email13098,ip71124,card134264
22799,2015-07-07 18:47:18,MX,visaclassic,477291,62900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 18:47:06,MexicoAccount,email15187,ip85209,card5649
22805,2015-07-07 19:10:10,MX,visaclassic,491284,59900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:10:02,MexicoAccount,email106894,ip71591,card105864
22806,2015-07-07 19:11:45,MX,visaclassic,473701,59940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:11:30,MexicoAccount,email281916,ip113713,card231220
22807,2015-07-07 19:17:42,MX,mccredit,522130,187800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:17:26,MexicoAccount,email115367,ip76934,card132435
22809,2015-07-07 19:29:45,MX,visadebit,491089,87900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:29:27,MexicoAccount,email101309,ip83932,card147809
22810,2015-07-07 19:30:10,MX,mccredit,549639,63900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:30:04,MexicoAccount,email254904,ip78124,card250442
22814,2015-07-07 19:43:27,MX,visagold,491283,188900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:43:09,MexicoAccount,email205409,ip75860,card115233
22815,2015-07-07 19:43:35,MX,visagold,425981,119900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:43:19,MexicoAccount,email273967,ip110388,card94324
22817,2015-07-07 19:45:59,MX,visagold,455255,133480,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 19:45:55,MexicoAccount,email152648,ip78543,card72138
22823,2015-07-07 20:06:35,MX,mccredit,549949,139900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 20:06:19,MexicoAccount,email314878,ip70736,card87359
22827,2015-07-07 20:21:51,MX,mccredit,530756,77900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 20:21:38,MexicoAccount,email51920,ip65800,card260045
22830,2015-07-07 20:31:40,MX,visaclassic,405306,54800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 20:31:26,MexicoAccount,email249218,ip69624,card95138
22832,2015-07-07 20:36:25,MX,visagold,455255,115840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 20:36:08,MexicoAccount,email306357,ip71166,card251012
22837,2015-07-07 20:54:22,MX,visaclassic,477291,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 20:53:59,MexicoAccount,email58215,ip85159,card262381
22842,2015-07-07 21:20:29,MX,mccredit,548234,47400,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 21:20:13,MexicoAccount,email278702,ip41807,card251595
22846,2015-07-07 21:35:34,MX,visaclassic,493161,93415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 21:35:19,MexicoAccount,email345363,ip80328,card33648
22847,2015-07-07 21:36:16,MX,visagold,455255,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 21:36:01,MexicoAccount,email346029,ip78515,card106229
22855,2015-07-07 22:20:15,MX,visaclassic,493161,140815,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 22:19:56,MexicoAccount,email335168,ip112904,card169318
22856,2015-07-07 22:22:41,MX,mccredit,547146,63800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 22:22:10,MexicoAccount,email254904,ip80251,card271346
22861,2015-07-07 22:44:55,MX,mccredit,549949,139900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 22:44:47,MexicoAccount,email200504,ip79427,card67518
22862,2015-07-07 22:46:04,MX,mccredit,557910,103920,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 22:45:58,MexicoAccount,email234991,ip81660,card263980
22867,2015-07-07 23:03:28,MX,mccredit,528804,499500,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:03:17,MexicoAccount,email51809,ip67225,card23617
22868,2015-07-07 23:04:03,MX,mccredit,520416,29900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:03:39,MexicoAccount,email285067,ip67027,card228282
22870,2015-07-07 23:13:20,MX,mccredit,523706,14950,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:13:08,MexicoAccount,email165938,ip69869,card227483
22874,2015-07-07 23:30:10,MX,visagold,493173,55900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:29:57,MexicoAccount,email188084,ip53368,card111203
22876,2015-07-07 23:36:51,MX,visagold,425981,49900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:36:44,MexicoAccount,email327809,ip53342,card185259
22881,2015-07-07 23:48:12,MX,mccredit,547046,149900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:47:59,MexicoAccount,email343769,ip84415,card230622
22882,2015-07-07 23:52:27,MX,mccredit,549138,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:52:11,MexicoAccount,email344793,ip71234,card194703
22883,2015-07-07 23:56:36,MX,mccredit,557910,122340,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-07 23:56:21,MexicoAccount,email142489,ip65880,card193158
22889,2015-07-08 00:14:57,MX,visagold,491283,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 00:14:50,MexicoAccount,email51809,ip67225,card54702
22893,2015-07-08 00:51:58,MX,mccredit,549949,229800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 00:51:43,MexicoAccount,email63091,ip79030,card246101
22896,2015-07-08 00:57:02,MX,visadebit,491089,137840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 00:56:58,MexicoAccount,email101639,ip81693,card141728
22898,2015-07-08 01:10:43,MX,visaclassic,477291,149900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:10:26,MexicoAccount,email209989,ip113411,card108320
22901,2015-07-08 01:30:16,MX,visaclassic,477291,129900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:30:01,MexicoAccount,email237943,ip85155,card53088
22902,2015-07-08 01:33:25,MX,visaclassic,493161,129900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:33:17,MexicoAccount,email74441,ip71123,card97258
22903,2015-07-08 01:36:10,MX,mccredit,547046,266740,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:35:57,MexicoAccount,email336723,ip81211,card254412
22904,2015-07-08 01:36:30,MX,visaclassic,477291,48930,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:36:14,MexicoAccount,email212902,ip66252,card199275
22906,2015-07-08 01:41:27,MX,mccredit,557910,52900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:41:20,MexicoAccount,email193761,ip109958,card152008
22911,2015-07-08 01:55:29,MX,visaplatinum,410181,139800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 01:55:20,MexicoAccount,email305871,ip78071,card59543
22968,2015-07-08 02:20:20,MX,visaclassic,491284,260300,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 02:19:54,MexicoAccount,email253078,ip110542,card108569
22991,2015-07-08 03:01:53,MX,mccredit,518853,71740,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 03:01:40,MexicoAccount,email85925,ip71361,card105194
22994,2015-07-08 03:12:23,MX,visaclassic,493161,49900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 03:12:07,MexicoAccount,email115468,ip68463,card256370
22996,2015-07-08 03:21:15,MX,mccredit,528843,52900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 03:20:56,MexicoAccount,email162653,ip66739,card15512
22997,2015-07-08 03:35:05,MX,visaclassic,473701,59800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 03:34:58,MexicoAccount,email289594,ip112638,card254222
23004,2015-07-08 04:18:57,MX,visaclassic,405306,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 04:18:50,MexicoAccount,email156185,ip113221,card87114
23005,2015-07-08 04:22:43,MX,mccredit,549138,324600,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 04:22:36,MexicoAccount,email191176,ip66065,card255610
23006,2015-07-08 04:26:05,MX,visagold,477213,159900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 04:26:00,MexicoAccount,email21266,ip78837,card260584
23009,2015-07-08 04:45:43,MX,mccredit,528843,71940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 04:45:36,MexicoAccount,email303252,ip112677,card149412
23011,2015-07-08 05:02:07,MX,mccredit,547146,77940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:01:51,MexicoAccount,email17065,ip76267,card142344
23013,2015-07-08 05:26:24,MX,mccredit,529001,105800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:26:08,MexicoAccount,email193681,ip76579,card56340
23015,2015-07-08 05:30:04,MX,mccredit,528843,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:30:00,MexicoAccount,email281948,ip71244,card106682
23016,2015-07-08 05:31:13,MX,mccredit,544204,179900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:31:01,MexicoAccount,email205277,ip78475,card222952
23017,2015-07-08 05:34:44,MX,mccredit,528843,71940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:34:37,MexicoAccount,email9133,ip112709,card6007
23018,2015-07-08 05:35:24,MX,visaclassic,455545,109900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:35:10,MexicoAccount,email15367,ip110377,card62621
23019,2015-07-08 05:36:06,MX,mccredit,528851,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 05:35:55,MexicoAccount,email166224,ip81898,card189586
23025,2015-07-08 06:03:50,MX,visagold,493173,512600,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 06:03:39,MexicoAccount,email35853,ip83429,card185499
23031,2015-07-08 06:29:41,MX,mccredit,522130,15920,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 06:29:37,MexicoAccount,email187219,ip84176,card196226
23043,2015-07-08 08:02:47,MX,visaclassic,491284,144415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 08:02:33,MexicoAccount,email133983,ip68498,card52336
23045,2015-07-08 08:28:54,MX,visaclassic,446351,71900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 08:28:42,MexicoAccount,email119754,ip69700,card217924
23047,2015-07-08 09:01:26,MX,visagold,477213,149900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 09:01:19,MexicoAccount,email9809,ip81961,card206088
23050,2015-07-08 15:44:39,MX,mccredit,557907,114325,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 15:44:17,MexicoAccount,email319588,ip78869,card104987
23052,2015-07-08 16:12:12,MX,visaclassic,477291,223900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 16:11:54,MexicoAccount,email105904,ip81747,card84142
23053,2015-07-08 16:18:48,MX,mccredit,545631,111920,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 16:18:29,MexicoAccount,email80038,ip53370,card75545
23054,2015-07-08 16:22:13,MX,visaplatinum,413406,129900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 16:21:57,MexicoAccount,email153813,ip65659,card52113
23062,2015-07-08 16:51:12,MX,mccredit,557907,199900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 16:51:03,MexicoAccount,email237958,ip80963,card138939
23064,2015-07-08 17:01:10,MX,visaclassic,477291,56840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:00:53,MexicoAccount,email268908,ip76048,card207700
23066,2015-07-08 17:12:33,MX,mccredit,529091,135915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:12:22,MexicoAccount,email74207,ip82606,card75301
23069,2015-07-08 17:21:36,MX,mccredit,528843,47900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:21:26,MexicoAccount,email323925,ip79857,card218524
23074,2015-07-08 17:38:15,MX,mcdebit,525678,195415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:38:03,MexicoAccount,email188423,ip85062,card144326
23077,2015-07-08 17:48:33,MX,mccredit,557910,110415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:48:17,MexicoAccount,email150046,ip81383,card263310
23078,2015-07-08 17:52:19,MX,visaclassic,405306,77900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 17:52:04,MexicoAccount,email249218,ip71109,card95138
23086,2015-07-08 18:18:25,MX,visaclassic,454057,47920,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 18:18:14,MexicoAccount,email89283,ip83607,card253537
23089,2015-07-08 18:27:52,MX,mccredit,548234,148300,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 18:27:40,MexicoAccount,email93281,ip110890,card52916
23090,2015-07-08 18:28:01,MX,visagold,491283,119900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 18:27:47,MexicoAccount,email225563,ip69901,card2889
23091,2015-07-08 18:28:47,MX,visaclassic,491284,62940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 18:28:35,MexicoAccount,email91177,ip65180,card63919
23095,2015-07-08 19:00:01,MX,visaclassic,477291,110415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 18:59:53,MexicoAccount,email333864,ip79122,card18231
23096,2015-07-08 19:02:51,MX,visaclassic,417849,119940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:02:27,MexicoAccount,email290058,ip65187,card87589
23101,2015-07-08 19:13:18,MX,mccredit,528804,79900,MXN,US,Ecommerce,Settled,TRUE,0,2015-07-08 19:13:08,MexicoAccount,email89237,ip55304,card175646
23103,2015-07-08 19:21:27,MX,visaclassic,493161,93415,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:21:10,MexicoAccount,email21035,ip117488,card46184
23105,2015-07-08 19:22:21,MX,visaclassic,420199,139900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:22:09,MexicoAccount,email226339,ip113956,card269666
23106,2015-07-08 19:25:03,MX,mccredit,520416,21900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:24:54,MexicoAccount,email230860,ip53370,card200854
23108,2015-07-08 19:31:17,MX,mccredit,544549,89900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:31:10,MexicoAccount,email129575,ip81075,card174349
23109,2015-07-08 19:32:14,MX,visaclassic,454057,17940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:31:54,MexicoAccount,email169073,ip76100,card33260
23111,2015-07-08 19:34:29,MX,visagold,404360,95820,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:34:18,MexicoAccount,email270203,ip82590,card13596
23112,2015-07-08 19:36:01,MX,visaclassic,493135,167800,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:35:47,MexicoAccount,email278561,ip69862,card19837
23114,2015-07-08 19:38:01,MX,visaclassic,493161,68840,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:37:46,MexicoAccount,email164103,ip70488,card260089
23116,2015-07-08 19:39:09,MX,visaclassic,405306,71920,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:38:48,MexicoAccount,email12965,ip109951,card157196
23120,2015-07-08 19:53:38,MX,visagold,491283,364600,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:53:28,MexicoAccount,email217935,ip75741,card258768
23123,2015-07-08 19:54:20,MX,mccredit,520416,27900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:54:14,MexicoAccount,email34195,ip112116,card28775
23124,2015-07-08 19:54:43,MX,visadebit,491089,101915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:54:32,MexicoAccount,email62023,ip82890,card183656
23126,2015-07-08 19:57:20,MX,mccredit,529091,197880,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:57:05,MexicoAccount,email243594,ip41947,card264970
23127,2015-07-08 19:58:55,MX,visaplatinum,408245,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:58:42,MexicoAccount,email105676,ip61133,card256031
23128,2015-07-08 19:59:34,MX,mccredit,540845,305890,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 19:59:17,MexicoAccount,email211536,ip71474,card198931
23137,2015-07-08 20:04:10,MX,mccredit,548234,129900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:04:02,MexicoAccount,email234350,ip69541,card142526
23139,2015-07-08 20:05:27,MX,mccredit,520416,80890,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:05:17,MexicoAccount,email148572,ip70973,card36264
23155,2015-07-08 20:13:44,MX,mccredit,549631,53940,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:13:28,MexicoAccount,email63458,ip81766,card162900
23189,2015-07-08 20:29:45,MX,mccredit,540845,113600,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:29:34,MexicoAccount,email211536,ip71474,card198931
23191,2015-07-08 20:37:39,MX,mccredit,557909,65900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:37:24,MexicoAccount,email274151,ip78277,card174472
23192,2015-07-08 20:37:54,MX,mccredit,547046,39900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:37:42,MexicoAccount,email252213,ip53360,card166370
23195,2015-07-08 20:45:25,MX,mccredit,557909,56565,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:45:12,MexicoAccount,email131809,ip78187,card148376
23197,2015-07-08 20:52:42,MX,visaclassic,494133,119900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:52:27,MexicoAccount,email155517,ip113958,card187150
23199,2015-07-08 20:58:01,MX,mccredit,520416,99900,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 20:57:46,MexicoAccount,email51548,ip75868,card37337
23201,2015-07-08 21:10:37,MX,mccredit,557909,14950,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 21:10:27,MexicoAccount,email254037,ip61763,card195442
23203,2015-07-08 21:20:22,MX,mccredit,548234,215150,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 21:20:01,MexicoAccount,email129573,ip36240,card76145
23205,2015-07-08 21:21:25,MX,mccredit,547146,84915,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 21:21:11,MexicoAccount,email93821,ip80222,card204383
23206,2015-07-08 21:21:36,MX,mccredit,528843,369700,MXN,MX,Ecommerce,Settled,TRUE,0,2015-07-08 21:21:22,MexicoAccount,email103325,ip80246,card224120
